strike,ltp_CE,ltp_PE,ltp_prev_CE,ltp_prev_PE,oi_CE,oi_PE,oi_change_CE,oi_change_PE,price_change_CE,price_change_PE,oi_diff,total_oi,distance,magnet_score,oi_diff_strike,symbol
53600,0.0,13.0,0.0,0.0,30.0,50.0,0.0,0.0,0.0,13.0,-20.0,80.0,3500.0,0.022850614110254214,1921.0,BANKNIFTY
53700,0.0,13.85,0.0,0.0,3.0,44.0,0.0,-3.0,0.0,13.85,-41.0,47.0,3400.0,0.013819464863275507,33.0,BANKNIFTY
53800,0.0,13.05,0.0,0.0,4.0,37.0,0.0,11.0,0.0,13.05,-33.0,41.0,3300.0,0.012420478642835504,6.0,BANKNIFTY
53900,0.0,14.0,0.0,0.0,4.0,84.0,0.0,-15.0,0.0,14.0,-80.0,88.0,3200.0,0.027491408934707903,47.0,BANKNIFTY
54000,6020.0,14.45,0.0,0.0,1788.2857142857142,8642.0,8.0,-1.0,6020.0,14.45,-6853.714285714286,10430.285714285714,3100.0,3.363523287418805,10342.285714285714,BANKNIFTY
54100,0.0,15.45,0.0,0.0,4.0,56.0,0.0,3.0,0.0,15.45,-52.0,60.0,3000.0,0.019993335554815063,10370.285714285714,BANKNIFTY
54200,0.0,15.55,0.0,0.0,51.0,107.0,0.0,0.0,0.0,15.55,-56.0,158.0,2900.0,0.05446397793864185,98.0,BANKNIFTY
54300,0.0,15.75,0.0,0.0,4.0,57.0,0.0,-4.0,0.0,15.75,-53.0,61.0,2800.0,0.021777936451267403,97.0,BANKNIFTY
54400,0.0,16.6,0.0,0.0,135.0,90.0,0.0,-13.0,0.0,16.6,45.0,225.0,2700.0,0.08330248056275454,164.0,BANKNIFTY
54500,5508.0,16.2,0.0,0.0,250.0,2777.0,0.0,-192.0,5508.0,16.2,-2527.0,3027.0,2600.0,1.1637831603229527,2802.0,BANKNIFTY
54600,0.0,17.35,0.0,0.0,8.0,67.0,0.0,-6.0,0.0,17.35,-59.0,75.0,2500.0,0.029988004798080767,2952.0,BANKNIFTY
54700,0.0,14.45,0.0,0.0,53.0,135.0,0.0,-2.0,0.0,14.45,-82.0,188.0,2400.0,0.07830070803831737,113.0,BANKNIFTY
54800,0.0,18.1,0.0,0.0,30.0,132.0,0.0,24.0,0.0,18.1,-102.0,162.0,2300.0,0.07040417209908735,26.0,BANKNIFTY
54900,0.0,19.0,0.0,0.0,72.0,337.0,0.0,11.0,0.0,19.0,-265.0,409.0,2200.0,0.1858246251703771,247.0,BANKNIFTY
55000,4993.25,18.95,0.0,0.0,1784.0,12818.0,12.0,480.0,4993.25,18.95,-11034.0,14602.0,2100.0,6.950023798191338,14193.0,BANKNIFTY
55100,0.0,20.2,0.0,0.0,24.0,193.0,0.0,6.0,0.0,20.2,-169.0,217.0,2000.0,0.10844577711144428,14385.0,BANKNIFTY
55200,0.0,20.8,0.0,0.0,4.0,304.0,0.0,14.0,0.0,20.8,-300.0,308.0,1900.0,0.16201998947922147,91.0,BANKNIFTY
55300,0.0,22.25,0.0,0.0,21.0,167.0,0.0,-8.0,0.0,22.25,-146.0,188.0,1800.0,0.10438645197112716,120.0,BANKNIFTY
55400,0.0,22.95,0.0,0.0,113.0,151.0,0.0,10.0,0.0,22.95,-38.0,264.0,1700.0,0.15520282186948853,76.0,BANKNIFTY
55500,4430.35,23.25,0.0,0.0,2538.0,8180.857142857143,7.0,-201.0,4430.35,23.25,-5642.857142857143,10718.857142857143,1600.0,6.695101275988222,10454.857142857143,BANKNIFTY
55600,0.0,27.25,0.0,0.0,8.0,718.0,0.0,277.0,0.0,27.25,-710.0,726.0,1500.0,0.4836775483011326,9992.857142857143,BANKNIFTY
55700,0.0,24.25,0.0,0.0,8.0,485.0,0.0,18.0,0.0,24.25,-477.0,493.0,1400.0,0.3518915060670949,233.0,BANKNIFTY
55800,0.0,25.9,0.0,0.0,16.0,358.0,0.0,-62.0,0.0,25.9,-342.0,374.0,1300.0,0.28747117601844735,119.0,BANKNIFTY
55900,3839.3,28.0,0.0,0.0,15.0,181.0,0.0,-15.0,3839.3,28.0,-166.0,196.0,1200.0,0.16319733555370525,178.0,BANKNIFTY
56000,4032.0,29.6,0.0,0.0,2683.0,14509.0,7.0,813.0,4032.0,29.6,-11826.0,17192.0,1100.0,15.614895549500455,16996.0,BANKNIFTY
56100,0.0,30.45,0.0,0.0,10.0,1073.0,0.0,489.0,0.0,30.45,-1063.0,1083.0,1000.0,1.0819180819180818,16109.0,BANKNIFTY
56200,0.0,31.45,0.0,0.0,9.0,836.0,0.0,-139.0,0.0,31.45,-827.0,845.0,900.0,0.9378468368479467,238.0,BANKNIFTY
56300,0.0,34.5,0.0,0.0,11.0,744.0,0.0,-111.0,0.0,34.5,-733.0,755.0,800.0,0.9425717852684145,90.0,BANKNIFTY
56400,0.0,34.25,0.0,0.0,23.0,630.0,0.0,-89.0,0.0,34.25,-607.0,653.0,700.0,0.9315263908701854,102.0,BANKNIFTY
56500,3574.15,36.7,0.0,0.0,930.0,7574.0,2.0,-716.0,3574.15,36.7,-6644.0,8504.0,600.0,14.149750415973378,7851.0,BANKNIFTY
56600,0.0,39.95,0.0,0.0,22.0,1883.0,0.0,907.0,0.0,39.95,-1861.0,1905.0,500.0,3.802395209580838,6599.0,BANKNIFTY
56700,0.0,40.35,0.0,0.0,18.0,588.0,0.0,-316.0,0.0,40.35,-570.0,606.0,400.0,1.5112219451371571,1299.0,BANKNIFTY
56800,0.0,44.25,0.0,0.0,42.0,1298.0,0.0,77.0,0.0,44.25,-1256.0,1340.0,300.0,4.451827242524917,734.0,BANKNIFTY
56900,0.0,47.6,0.0,0.0,15.0,859.0,0.0,-82.0,0.0,47.6,-844.0,874.0,200.0,4.348258706467662,466.0,BANKNIFTY
57000,3109.25,50.0,0.0,0.0,3768.0,17724.0,11.0,1311.0,3109.25,50.0,-13956.0,21492.0,100.0,212.79207920792078,20618.0,BANKNIFTY
57100,2900.0,52.1,0.0,0.0,13.0,1488.0,0.0,299.0,2900.0,52.1,-1475.0,1501.0,0.0,1501.0,19991.0,BANKNIFTY
57200,2871.9,55.65,0.0,0.0,80.0,1802.0,-1.0,-221.0,2871.9,55.65,-1722.0,1882.0,100.0,18.633663366336634,381.0,BANKNIFTY
57300,2763.15,58.85,0.0,0.0,86.0,2397.0,-1.0,401.0,2763.15,58.85,-2311.0,2483.0,200.0,12.35323383084577,601.0,BANKNIFTY
57400,2640.65,63.9,0.0,0.0,153.0,1823.0,0.0,430.0,2640.65,63.9,-1670.0,1976.0,300.0,6.5647840531561465,507.0,BANKNIFTY
57500,2588.4,69.6,0.0,0.0,1743.0,15906.0,22.0,458.0,2588.4,69.6,-14163.0,17649.0,400.0,44.01246882793018,15673.0,BANKNIFTY
57600,2458.55,74.05,0.0,0.0,160.0,1585.0,-3.0,219.0,2458.55,74.05,-1425.0,1745.0,500.0,3.4830339321357284,15904.0,BANKNIFTY
57700,2365.2,80.9,0.0,0.0,274.0,2020.0,-4.0,223.0,2365.2,80.9,-1746.0,2294.0,600.0,3.8169717138103163,549.0,BANKNIFTY
57800,2352.8,88.0,0.0,0.0,236.0,3383.0,-1.0,819.0,2352.8,88.0,-3147.0,3619.0,700.0,5.16262482168331,1325.0,BANKNIFTY
57900,2180.0,93.65,0.0,0.0,212.0,1622.0,10.0,-199.0,2180.0,93.65,-1410.0,1834.0,800.0,2.2896379525593007,1785.0,BANKNIFTY
58000,2170.0,103.3,0.0,0.0,6140.0,27901.0,890.0,4379.0,2170.0,103.3,-21761.0,34041.0,900.0,37.781354051054386,32207.0,BANKNIFTY
58100,2068.3,111.0,0.0,0.0,280.0,1433.0,-12.0,-288.0,2068.3,111.0,-1153.0,1713.0,1000.0,1.7112887112887112,32328.0,BANKNIFTY
58200,1938.1,121.25,0.0,0.0,302.0,2628.0,-9.0,-147.0,1938.1,121.25,-2326.0,2930.0,1100.0,2.6612170753860127,1217.0,BANKNIFTY
58300,1892.0,132.0,0.0,0.0,350.0,2597.0,-2.0,785.0,1892.0,132.0,-2247.0,2947.0,1200.0,2.4537885095753538,17.0,BANKNIFTY
58400,1810.65,142.1,0.0,0.0,350.0,4361.0,-16.0,-473.0,1810.65,142.1,-4011.0,4711.0,1300.0,3.6210607225211375,1764.0,BANKNIFTY
58500,1726.0,155.15,0.0,0.0,23659.0,29656.0,-298.0,1419.0,1726.0,155.15,-5997.0,53315.0,1400.0,38.05496074232691,48604.0,BANKNIFTY
58600,1635.0,170.7,0.0,0.0,457.0,3154.0,41.0,701.0,1635.0,170.7,-2697.0,3611.0,1500.0,2.405729513657562,49704.0,BANKNIFTY
58700,1549.0,185.5,0.0,0.0,729.0,3623.0,113.0,909.0,1549.0,185.5,-2894.0,4352.0,1600.0,2.7183010618363523,741.0,BANKNIFTY
58800,1475.1,202.1,0.0,0.0,1783.0,4616.0,720.0,368.0,1475.1,202.1,-2833.0,6399.0,1700.0,3.761904761904762,2047.0,BANKNIFTY
58900,1370.05,220.5,0.0,0.0,844.0,4190.0,-82.0,802.0,1370.05,220.5,-3346.0,5034.0,1800.0,2.7951138256524155,1365.0,BANKNIFTY
59000,1309.9,239.0,0.0,0.0,17315.0,38468.0,-2089.0,5151.0,1309.9,239.0,-21153.0,55783.0,1900.0,29.344029458179904,50749.0,BANKNIFTY
59100,1235.0,264.1,0.0,0.0,1697.0,5640.0,-414.0,1281.0,1235.0,264.1,-3943.0,7337.0,2000.0,3.6666666666666665,48446.0,BANKNIFTY
59200,1161.35,286.0,0.0,0.0,2061.0,6515.0,-1372.0,-983.0,1161.35,286.0,-4454.0,8576.0,2100.0,4.081865778200857,1239.0,BANKNIFTY
59300,1081.8,312.0,0.0,0.0,2303.0,6030.0,-2425.0,1382.0,1081.8,312.0,-3727.0,8333.0,2200.0,3.786006360745116,243.0,BANKNIFTY
59400,1016.8,339.6,0.0,0.0,3831.0,5310.0,-2468.0,173.0,1016.8,339.6,-1479.0,9141.0,2300.0,3.9726205997392436,808.0,BANKNIFTY
59500,938.0,367.25,0.0,0.0,29189.0,47599.0,-6252.0,3506.0,938.0,367.25,-18410.0,76788.0,2400.0,31.98167430237401,67647.0,BANKNIFTY
59600,876.2,404.15,0.0,0.0,4996.0,5542.0,-1306.0,1495.0,876.2,404.15,-546.0,10538.0,2500.0,4.213514594162335,66250.0,BANKNIFTY
59700,815.0,437.3,0.0,0.0,7661.0,6928.0,770.0,2649.0,815.0,437.3,733.0,14589.0,2600.0,5.608996539792387,4051.0,BANKNIFTY
59800,752.0,475.05,0.0,0.0,8676.0,8396.0,-318.0,3163.0,752.0,475.05,280.0,17072.0,2700.0,6.3206219918548685,2483.0,BANKNIFTY
59900,695.0,519.9,0.0,0.0,6126.0,2969.0,-746.0,1437.0,695.0,519.9,3157.0,9095.0,2800.0,3.247054623348804,7977.0,BANKNIFTY
60000,636.25,563.25,0.0,0.0,36579.0,22362.0,-5141.0,5160.0,636.25,563.25,14217.0,58941.0,2900.0,20.317476732161325,49846.0,BANKNIFTY
60100,589.9,610.75,0.0,0.0,6417.0,3373.0,509.0,1066.0,589.9,610.75,3044.0,9790.0,3000.0,3.2622459180273244,49151.0,BANKNIFTY
60200,536.0,660.0,0.0,0.0,4516.0,1987.0,-196.0,120.0,536.0,660.0,2529.0,6503.0,3100.0,2.0970654627539504,3287.0,BANKNIFTY
60300,489.35,713.45,0.0,0.0,3027.0,1377.0,-486.0,-820.0,489.35,713.45,1650.0,4404.0,3200.0,1.3758200562324274,2099.0,BANKNIFTY
60400,442.05,767.8,0.0,0.0,3309.0,672.0,-980.0,129.0,442.05,767.8,2637.0,3981.0,3300.0,1.2059981823689792,423.0,BANKNIFTY
60500,402.9,820.05,0.0,0.0,12663.0,3076.0,-1753.0,-262.0,402.9,820.05,9587.0,15739.0,3400.0,4.627756542193472,11758.0,BANKNIFTY
60600,365.25,884.7,0.0,0.0,2824.0,725.0,167.0,-215.0,365.25,884.7,2099.0,3549.0,3500.0,1.0137103684661526,12190.0,BANKNIFTY
60700,329.15,951.7,0.0,0.0,3010.0,396.0,235.0,122.0,329.15,951.7,2614.0,3406.0,3600.0,0.9458483754512635,143.0,BANKNIFTY
60800,294.6,1019.4,0.0,0.0,3528.0,305.0,520.0,13.0,294.6,1019.4,3223.0,3833.0,3700.0,1.0356660362064307,427.0,BANKNIFTY
60900,263.25,1084.9,0.0,0.0,2691.0,732.0,650.0,63.0,263.25,1084.9,1959.0,3423.0,3800.0,0.9005524861878453,410.0,BANKNIFTY
61000,235.2,1150.15,0.0,0.0,21055.0,3565.0,480.0,111.0,235.2,1150.15,17490.0,24620.0,3900.0,6.311202255831838,21197.0,BANKNIFTY
61100,210.0,1222.5,0.0,0.0,1996.0,347.0,440.0,171.0,210.0,1222.5,1649.0,2343.0,4000.0,0.585603599100225,22277.0,BANKNIFTY
61200,186.35,1302.0,0.0,0.0,2824.0,134.0,695.0,7.0,186.35,1302.0,2690.0,2958.0,4100.0,0.7212874908558888,615.0,BANKNIFTY
61300,164.55,1407.55,0.0,0.0,2128.0,88.0,374.0,0.0,164.55,1407.55,2040.0,2216.0,4200.0,0.5274934539395382,742.0,BANKNIFTY
61400,146.75,1582.85,0.0,0.0,1416.0,100.0,-271.0,8.0,146.75,1582.85,1316.0,1516.0,4300.0,0.3524761683329458,700.0,BANKNIFTY
61500,130.15,1554.9,0.0,0.0,13856.0,607.0,-601.0,70.0,130.15,1554.9,13249.0,14463.0,4400.0,3.2862985685071573,12947.0,BANKNIFTY
61600,115.0,1753.7,0.0,0.0,1450.0,125.0,111.0,11.0,115.0,1753.7,1325.0,1575.0,4500.0,0.3499222395023328,12888.0,BANKNIFTY
61700,101.85,1840.7,0.0,0.0,1998.0,96.0,152.0,11.0,101.85,1840.7,1902.0,2094.0,4600.0,0.45511845251032385,519.0,BANKNIFTY
61800,88.95,1930.25,0.0,0.0,2315.0,122.0,-433.0,0.0,88.95,1930.25,2193.0,2437.0,4700.0,0.5184003403531163,343.0,BANKNIFTY
61900,78.9,2019.15,0.0,0.0,1273.0,10.0,98.0,0.0,78.9,2019.15,1263.0,1283.0,4800.0,0.26723599250156216,1154.0,BANKNIFTY
62000,69.75,1978.2,0.0,0.0,20951.0,2148.0,1359.0,133.0,69.75,1978.2,18803.0,23099.0,4900.0,4.713119771475209,21816.0,BANKNIFTY
62100,62.1,0.0,0.0,0.0,1378.0,6.0,-46.0,0.0,62.1,0.0,1372.0,1384.0,5000.0,0.276744651069786,21715.0,BANKNIFTY
62200,54.6,0.0,0.0,0.0,2364.0,3.0,124.0,0.0,54.6,0.0,2361.0,2367.0,5100.0,0.46402666143893356,983.0,BANKNIFTY
62300,49.45,0.0,0.0,0.0,2021.0,5.0,190.0,0.0,49.45,0.0,2016.0,2026.0,5200.0,0.3895404729859642,341.0,BANKNIFTY
62400,44.75,0.0,0.0,0.0,1248.0,4.0,-117.0,0.0,44.75,0.0,1244.0,1252.0,5300.0,0.23618185248066403,774.0,BANKNIFTY
62500,39.45,0.0,0.0,0.0,8952.0,10.0,1884.0,0.0,39.45,0.0,8942.0,8962.0,5400.0,1.6593223477133865,7710.0,BANKNIFTY
62600,37.4,0.0,0.0,0.0,1406.0,5.0,89.0,0.0,37.4,0.0,1401.0,1411.0,5500.0,0.25649881839665517,7551.0,BANKNIFTY
62700,32.0,0.0,0.0,0.0,751.0,5.0,165.0,0.0,32.0,0.0,746.0,756.0,5600.0,0.13497589716122121,655.0,BANKNIFTY
62800,29.15,0.0,0.0,0.0,696.0,4.0,91.0,0.0,29.15,0.0,692.0,700.0,5700.0,0.12278547623223995,56.0,BANKNIFTY
62900,28.0,0.0,0.0,0.0,769.0,2.0,163.0,0.0,28.0,0.0,767.0,771.0,5800.0,0.13290811928977764,71.0,BANKNIFTY
63000,26.6,2934.0,0.0,0.0,22835.0,1160.0,1704.0,-13.0,26.6,2934.0,21675.0,23995.0,5900.0,4.066259955939671,23224.0,BANKNIFTY
63100,22.0,0.0,0.0,0.0,705.0,2.0,83.0,0.0,22.0,0.0,703.0,707.0,6000.0,0.11781369771704715,23288.0,BANKNIFTY
63200,21.25,0.0,0.0,0.0,470.0,7.0,-21.0,0.0,21.25,0.0,463.0,477.0,6100.0,0.07818390427798722,230.0,BANKNIFTY
63300,21.1,0.0,0.0,0.0,494.0,1.0,14.0,0.0,21.1,0.0,493.0,495.0,6200.0,0.07982583454281568,18.0,BANKNIFTY
63400,19.25,0.0,0.0,0.0,208.0,0.0,23.0,0.0,19.25,0.0,208.0,208.0,6300.0,0.033010633232820184,287.0,BANKNIFTY
63500,17.4,3435.0,0.0,0.0,5222.0,3.0,2.0,0.0,17.4,3435.0,5219.0,5225.0,6400.0,0.8162787064521169,5017.0,BANKNIFTY
63600,18.05,0.0,0.0,0.0,335.0,0.0,-35.0,0.0,18.05,0.0,335.0,335.0,6500.0,0.0515305337640363,4890.0,BANKNIFTY
63700,16.8,0.0,0.0,0.0,249.0,0.0,-27.0,0.0,16.8,0.0,249.0,249.0,6600.0,0.037721557339797,86.0,BANKNIFTY
63800,16.75,0.0,0.0,0.0,209.0,0.0,28.0,0.0,16.75,0.0,209.0,209.0,6700.0,0.031189374720191017,40.0,BANKNIFTY
63900,15.0,0.0,0.0,0.0,260.0,0.0,-17.0,0.0,15.0,0.0,260.0,260.0,6800.0,0.03822967210704308,51.0,BANKNIFTY
64000,14.15,3936.7,0.0,0.0,13350.0,540.0,-2558.0,4.0,14.15,3936.7,12810.0,13890.0,6900.0,2.012751775105057,13630.0,BANKNIFTY
64100,13.9,0.0,0.0,0.0,233.0,1.0,-26.0,0.0,13.9,0.0,232.0,234.0,7000.0,0.033423796600485646,13656.0,BANKNIFTY
64200,13.35,0.0,0.0,0.0,73.0,2.0,12.0,0.0,13.35,0.0,71.0,75.0,7100.0,0.010561892691170258,159.0,BANKNIFTY
64300,12.75,0.0,0.0,0.0,45.0,1.0,-144.0,0.0,12.75,0.0,44.0,46.0,7200.0,0.006388001666435218,29.0,BANKNIFTY
64400,11.45,0.0,0.0,0.0,66.0,0.0,23.0,0.0,11.45,0.0,66.0,66.0,7300.0,0.009039857553759759,20.0,BANKNIFTY
64500,11.7,0.0,0.0,0.0,3400.0,34.0,-191.0,0.0,11.7,0.0,3366.0,3434.0,7400.0,0.46399135251992973,3368.0,BANKNIFTY
64600,12.5,0.0,0.0,0.0,68.0,0.0,8.0,0.0,12.5,0.0,68.0,68.0,7500.0,0.009065457938941474,3366.0,BANKNIFTY
64700,12.2,0.0,0.0,0.0,85.0,0.0,14.0,0.0,12.2,0.0,85.0,85.0,7600.0,0.011182739113274569,17.0,BANKNIFTY
64800,9.9,0.0,0.0,0.0,39.0,0.0,11.0,0.0,9.9,0.0,39.0,39.0,7700.0,0.00506427736657577,46.0,BANKNIFTY
65000,10.85,4950.0,0.0,0.0,10779.0,713.0,368.0,2.0,10.85,4950.0,10066.0,11492.0,7900.0,1.4544994304518415,11453.0,BANKNIFTY
65500,9.0,0.0,0.0,0.0,641.0,1.0,-65.0,0.0,9.0,0.0,640.0,642.0,8400.0,0.07641947387215807,10850.0,BANKNIFTY
66000,7.6,6275.0,0.0,0.0,2567.0,262.0,-48.0,0.0,7.6,6275.0,2305.0,2829.0,8900.0,0.3178294573643411,2187.0,BANKNIFTY
66500,5.45,0.0,0.0,0.0,3446.0,0.0,81.0,0.0,5.45,0.0,3446.0,3446.0,9400.0,0.3665567492819913,617.0,BANKNIFTY
67000,5.0,0.0,0.0,0.0,7532.0,238.0,673.0,0.0,5.0,0.0,7294.0,7770.0,9900.0,0.7847692152307848,4324.0,BANKNIFTY
67500,5.25,0.0,0.0,0.0,646.0,0.0,168.0,0.0,5.25,0.0,646.0,646.0,10400.0,0.06210941255648495,7124.0,BANKNIFTY
