strike,ltp_CE,ltp_PE,ltp_prev_CE,ltp_prev_PE,oi_CE,oi_PE,oi_change_CE,oi_change_PE,price_change_CE,price_change_PE,oi_diff,total_oi,distance,magnet_score,oi_diff_strike
26100,141.65,37.85,0.0,0.0,65063.0,144181.0,-63844.0,85732.0,141.65,37.85,-79118.0,209244.0,925.0,225.96544276457882,75238.0
25850,361.45,7.15,0.0,0.0,1872.0,68669.0,-2346.0,17551.0,361.45,7.15,-66797.0,70541.0,675.0,104.35059171597634,66975.0
25450,760.2,2.8,0.0,0.0,308.0,20912.0,82.0,-970.0,760.2,2.8,-20604.0,21220.0,275.0,76.8840579710145,66745.0
26750,1.5,546.2,0.0,0.0,23840.0,249.0,7107.0,-10.0,1.5,546.2,23591.0,24089.0,1575.0,15.28489847715736,66349.0
25400,807.85,2.6,0.0,0.0,800.0,87165.0,-28.0,25633.0,807.85,2.6,-86365.0,87965.0,225.0,389.22566371681415,63807.0
26700,1.7,494.95,0.0,0.0,89646.0,792.0,14932.0,-243.0,1.7,494.95,88854.0,90438.0,1525.0,59.26474442988204,63226.0
26350,22.7,167.95,0.0,0.0,70825.0,7222.0,20732.0,5023.0,22.7,167.95,63603.0,78047.0,1175.0,66.36649659863946,62660.0
26650,2.05,447.9,0.0,0.0,26894.0,318.0,-3943.0,131.0,2.05,447.9,26576.0,27212.0,1475.0,18.43631436314363,62564.0
25800,410.25,5.6,0.0,0.0,5269.0,132247.0,-4808.0,45845.0,410.25,5.6,-126978.0,137516.0,625.0,219.6741214057508,62513.0
26850,1.15,644.1,0.0,0.0,22705.0,121.0,3206.0,-34.0,1.15,644.1,22584.0,22826.0,1675.0,13.619331742243437,61560.0
25700,509.6,4.2,0.0,0.0,3088.0,91812.0,-664.0,-1335.0,509.6,4.2,-88724.0,94900.0,525.0,180.41825095057035,60411.0
26800,1.4,596.3,0.0,0.0,83800.0,586.0,5007.0,-749.0,1.4,596.3,83214.0,84386.0,1625.0,51.89790897908979,60297.0
25200,1009.5,2.15,0.0,0.0,646.0,74459.0,-9.0,20345.0,1009.5,2.15,-73813.0,75105.0,25.0,2888.653846153846,60178.0
27250,0.8,1068.35,0.0,0.0,11257.0,11.0,904.0,0.0,0.8,1068.35,11246.0,11268.0,2075.0,5.427745664739884,59388.0
25600,606.25,3.35,0.0,0.0,1433.0,80812.0,-87.0,-7433.0,606.25,3.35,-79379.0,82245.0,425.0,193.06338028169014,58817.0
26300,36.05,131.55,0.0,0.0,114993.0,25714.0,386.0,13493.0,36.05,131.55,89279.0,140707.0,1125.0,124.96181172291297,58177.0
27200,0.75,995.0,0.0,0.0,70536.0,120.0,-1702.0,-4.0,0.75,995.0,70416.0,70656.0,2025.0,34.8746298124383,57171.0
25300,909.25,2.45,0.0,0.0,585.0,74749.0,15.0,26194.0,909.25,2.45,-74164.0,75334.0,125.0,597.8888888888889,56418.0
25250,956.05,2.45,0.0,0.0,123.0,18793.0,49.0,4271.0,956.05,2.45,-18670.0,18916.0,75.0,248.89473684210526,56189.0
24500,1705.05,1.3,0.0,0.0,229.0,55931.0,-13.0,13799.0,1705.05,1.3,-55702.0,56160.0,675.0,83.07692307692308,53710.0
24550,1535.65,1.35,0.0,0.0,5.0,4540.0,0.0,2280.0,1535.65,1.35,-4535.0,4545.0,625.0,7.26038338658147,51615.0
25350,860.05,2.55,0.0,0.0,166.0,23992.0,61.0,7485.0,860.05,2.55,-23826.0,24158.0,175.0,137.26136363636363,51176.0
24050,0.0,0.95,0.0,0.0,4.0,2209.0,0.0,465.0,0.0,0.95,-2205.0,2213.0,1125.0,1.9653641207815276,50316.0
24000,2208.75,0.85,0.0,0.0,1039.0,51490.0,-140.0,13221.0,2208.75,0.85,-50451.0,52529.0,1175.0,44.66751700680272,49217.0
25650,558.0,3.75,0.0,0.0,779.0,33710.0,270.0,-1637.0,558.0,3.75,-32931.0,34489.0,475.0,72.45588235294117,47756.0
23050,3256.5,5.85,0.0,0.0,1.0,938.0,0.0,0.0,3256.5,5.85,-937.0,939.0,2125.0,0.4416745061147695,44827.333333333336
23000,3326.0,5.85,0.0,0.0,10156.333333333334,35610.0,-96.0,-987.6666666666666,3326.0,5.85,-25453.666666666664,45766.333333333336,2175.0,21.03232230392157,44764.333333333336
27350,0.7,1176.45,0.0,0.0,8865.0,110.0,746.0,-1.0,0.7,1176.45,8755.0,8975.0,2175.0,4.124540441176471,44388.0
25950,266.55,12.9,0.0,0.0,10338.0,102706.0,-11625.0,44245.0,266.55,12.9,-92368.0,113044.0,775.0,145.67525773195877,43361.0
23750,0.0,0.75,0.0,0.0,9.0,43225.0,0.0,20386.0,0.0,0.75,-43216.0,43234.0,1425.0,30.31837307152875,42125.0
27300,0.75,1087.95,0.0,0.0,53352.0,11.0,-119.0,1.0,0.75,1087.95,53341.0,53363.0,2125.0,25.10018814675447,42095.0
25150,1071.45,2.1,0.0,0.0,22.0,14905.0,12.0,-2021.0,1071.45,2.1,-14883.0,14927.0,25.0,574.1153846153846,41261.0
25100,1106.6,2.15,0.0,0.0,836.0,55352.0,-44.0,21702.0,1106.6,2.15,-54516.0,56188.0,75.0,739.3157894736842,41090.0
27100,0.9,942.25,0.0,0.0,53197.0,53.0,-3488.0,2.0,0.9,942.25,53144.0,53250.0,1925.0,27.64797507788162,40308.0
27150,0.8,941.2,0.0,0.0,13429.0,56.0,-214.0,37.0,0.8,941.2,13373.0,13485.0,1975.0,6.824392712550607,39765.0
29000,2.35,2654.45,0.0,0.0,14251.666666666666,8092.0,-792.6666666666666,-35.0,2.35,2654.45,6159.666666666666,22343.666666666664,3825.0,5.839954695940059,38456.66666666667
26600,2.6,396.4,0.0,0.0,88513.0,1263.0,22440.0,-64.0,2.6,396.4,87250.0,89776.0,1425.0,62.95652173913044,35109.0
27450,0.65,0.0,0.0,0.0,6094.0,0.0,605.0,0.0,0.65,0.0,6094.0,6094.0,2275.0,2.677504393673111,34651.0
28000,4.75,1654.9,0.0,0.0,47354.0,13446.333333333334,-571.0,-125.0,4.75,1654.9,33907.666666666664,60800.333333333336,2825.0,21.514626091059213,32891.333333333336
23850,0.0,0.8,0.0,0.0,2.0,2665.0,0.0,1038.0,0.0,0.8,-2663.0,2667.0,1325.0,2.01131221719457,31938.0
27400,0.7,0.0,0.0,0.0,40743.0,2.0,261.0,0.0,0.7,0.0,40741.0,40745.0,2225.0,18.304132973944295,31770.0
24850,1315.0,1.75,0.0,0.0,15.0,5635.0,0.0,1712.0,1315.0,1.75,-5620.0,5650.0,325.0,17.33128834355828,31443.0
24800,1409.4,1.7,0.0,0.0,60.0,37033.0,0.0,-2067.0,1409.4,1.7,-36973.0,37093.0,375.0,98.65159574468085,28894.0
26950,1.0,743.6,0.0,0.0,14054.0,34.0,4856.0,-57.0,1.0,743.6,14020.0,14088.0,1775.0,7.9324324324324325,28286.0
22850,3459.35,3.95,0.0,0.0,11.0,1119.0,0.0,-12.0,3459.35,3.95,-1108.0,1130.0,2325.0,0.4858125537403267,23855.0
27850,0.5,0.0,0.0,0.0,3469.0,1.0,-100.0,0.0,0.5,0.0,3468.0,3470.0,2675.0,1.296711509715994,23144.0
27800,0.5,0.0,0.0,0.0,26613.0,1.0,-2164.0,0.0,0.5,0.0,26612.0,26614.0,2625.0,10.134805788271136,22408.0
27650,0.6,0.0,0.0,0.0,1910.0,0.0,-242.0,0.0,0.6,0.0,1910.0,1910.0,2475.0,0.77140549273021,21801.0
27600,0.6,1376.15,0.0,0.0,23706.0,5.0,843.0,0.0,0.6,1376.15,23701.0,23711.0,2425.0,9.773701566364386,20229.0
25750,458.35,4.85,0.0,0.0,848.0,74155.0,-168.0,24773.0,458.35,4.85,-73307.0,75003.0,575.0,130.21354166666666,19897.0
26900,1.15,696.05,0.0,0.0,42130.0,244.0,1721.0,26.0,1.15,696.05,41886.0,42374.0,1725.0,24.55040556199305,19548.0
27700,0.55,0.0,0.0,0.0,19750.0,1.0,-1474.0,0.0,0.55,0.0,19749.0,19751.0,2525.0,7.819081551860649,17841.0
23550,2731.65,6.25,0.0,0.0,1.0,47.0,0.0,-55.0,2731.65,6.25,-46.0,48.0,1625.0,0.02952029520295203,17540.0
23500,2787.55,6.85,0.0,0.0,2531.0,15057.0,4.0,842.0,2787.55,6.85,-12526.0,17588.0,1675.0,10.494033412887829,17537.0
24700,1505.45,1.6,0.0,0.0,51.0,23220.0,-17.0,3417.0,1505.45,1.6,-23169.0,23271.0,475.0,48.88865546218487,17126.0
27900,0.5,0.0,0.0,0.0,20583.0,1.0,-1851.0,0.0,0.5,0.0,20582.0,20584.0,2725.0,7.550990462215701,17114.0
24900,1256.0,1.9,0.0,0.0,91.0,22487.0,0.0,-1689.0,1256.0,1.9,-22396.0,22578.0,275.0,81.80434782608695,16928.0
27750,0.55,0.0,0.0,0.0,4206.0,0.0,155.0,0.0,0.55,0.0,4206.0,4206.0,2575.0,1.6327639751552796,15545.0
24750,1413.2,1.55,0.0,0.0,8.0,8191.0,2.0,1817.0,1413.2,1.55,-8183.0,8199.0,425.0,19.246478873239436,15072.0
24950,0.0,1.75,0.0,0.0,5.0,10204.0,0.0,3505.0,0.0,1.75,-10199.0,10209.0,225.0,45.17256637168141,12369.0
30000,1.5,3637.8,0.0,0.0,8618.0,2858.6666666666665,-657.0,3.0,1.5,3637.8,5759.333333333334,11476.666666666666,4825.0,2.37809089653267,10866.999999999998
24250,0.0,1.15,0.0,0.0,2.0,2549.0,0.0,1358.0,0.0,1.15,-2547.0,2551.0,925.0,2.7548596112311015,10390.0
21000,5300.0,2.95,0.0,0.0,5076.666666666667,17748.666666666668,-7.0,-163.0,5300.0,2.95,-12672.0,22825.333333333336,4175.0,5.465836526181354,9767.66666666667
23800,0.0,0.75,0.0,0.0,7.0,34598.0,0.0,14732.0,0.0,0.75,-34591.0,34605.0,1375.0,25.148982558139537,8629.0
24200,0.0,1.15,0.0,0.0,4.0,12937.0,0.0,9077.0,0.0,1.15,-12933.0,12941.0,975.0,13.25922131147541,8363.0
27950,0.5,0.0,0.0,0.0,27909.0,0.0,9992.0,0.0,0.5,0.0,27909.0,27909.0,2775.0,10.053674351585014,7325.0
24600,1605.0,1.4,0.0,0.0,36.0,11198.0,0.0,4902.0,1605.0,1.4,-11162.0,11234.0,575.0,19.50347222222222,6689.0
24350,0.0,1.2,0.0,0.0,2.0,2380.0,0.0,272.0,0.0,1.2,-2378.0,2382.0,825.0,2.883777239709443,5745.0
24300,1860.0,1.2,0.0,0.0,17.0,8110.0,0.0,3241.0,1860.0,1.2,-8093.0,8127.0,875.0,9.277397260273972,5576.0
31000,1.35,4629.2,0.0,0.0,6163.666666666667,80.0,-188.0,2.0,1.35,4629.2,6083.666666666667,6243.666666666667,5825.0,1.0716901247282298,5232.999999999999
24650,1504.85,1.4,0.0,0.0,29.0,6116.0,0.0,3567.0,1504.85,1.4,-6087.0,6145.0,525.0,11.682509505703422,5089.0
23900,0.0,0.85,0.0,0.0,1.0,5058.0,0.0,-1604.0,0.0,0.85,-5057.0,5059.0,1275.0,3.9647335423197494,2392.0
24400,0.0,1.1,0.0,0.0,37.0,4684.0,0.0,-4516.0,0.0,1.1,-4647.0,4721.0,775.0,6.083762886597938,2339.0
24450,0.0,1.3,0.0,0.0,11.0,2439.0,0.0,522.0,0.0,1.3,-2428.0,2450.0,725.0,3.37465564738292,2271.0
24100,0.0,1.05,0.0,0.0,1.0,4477.0,0.0,653.0,0.0,1.05,-4476.0,4478.0,1075.0,4.161710037174721,2265.0
22000,4329.85,4.3,0.0,0.0,5825.666666666667,19159.333333333332,-29.0,-213.0,4329.85,4.3,-13333.666666666664,24985.0,3175.0,7.866813602015113,2159.6666666666642
19000,7250.0,2.25,0.0,0.0,128.66666666666666,4602.0,0.0,-62.0,7250.0,2.25,-4473.333333333333,4730.666666666667,6175.0,0.7659758203799655,2118.666666666667
23950,2182.45,0.9,0.0,0.0,1.0,3311.0,-1.0,1347.0,2182.45,0.9,-3310.0,3312.0,1225.0,2.701468189233279,1747.0
23250,3059.95,5.75,0.0,0.0,0.0,75.0,0.0,0.0,3059.95,5.75,-75.0,75.0,1925.0,0.03894080996884735,1057.0
23700,2616.05,6.8,0.0,0.0,44.0,1065.0,0.0,116.0,2616.05,6.8,-1021.0,1109.0,1475.0,0.7513550135501355,1022.0
22950,0.0,5.4,0.0,0.0,25.0,977.0,0.0,0.0,0.0,5.4,-952.0,1002.0,2225.0,0.4501347708894879,969.0
22900,0.0,4.3,0.0,0.0,84.0,1887.0,0.0,-12.0,0.0,4.3,-1803.0,1971.0,2275.0,0.8659929701230229,841.0
18000,8350.0,1.85,0.0,0.0,739.3333333333334,1872.6666666666667,-13.0,-6.0,8350.0,1.85,-1133.3333333333335,2612.0,7175.0,0.36399108138238573,612.666666666667
23600,2716.4,7.3,0.0,0.0,34.0,545.0,1.0,191.0,2716.4,7.3,-511.0,579.0,1575.0,0.36738578680203043,531.0
23650,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,-87.0,87.0,1525.0,0.05701179554390563,492.0
23100,3209.75,6.05,0.0,0.0,0.0,1328.0,0.0,-118.0,3209.75,6.05,-1328.0,1328.0,2075.0,0.6396917148362236,389.0
23150,3164.45,5.6,0.0,0.0,148.0,889.0,0.0,0.0,3164.45,5.6,-741.0,1037.0,2025.0,0.5118460019743336,291.0
23350,2929.55,5.15,0.0,0.0,1.0,26.0,0.0,-57.0,2929.55,5.15,-25.0,27.0,1825.0,0.014786418400876232,285.0
23400,2909.25,6.6,0.0,0.0,0.0,296.0,0.0,-30.0,2909.25,6.6,-296.0,296.0,1775.0,0.16666666666666666,269.0
23450,2856.6,5.5,0.0,0.0,19.0,32.0,0.0,0.0,2856.6,5.5,-13.0,51.0,1725.0,0.02954808806488992,245.0
23300,2975.0,5.8,0.0,0.0,63.0,249.0,0.0,4.0,2975.0,5.8,-186.0,312.0,1875.0,0.16631130063965885,237.0
24150,0.0,1.05,0.0,0.0,1.0,4577.0,0.0,2689.0,0.0,1.05,-4576.0,4578.0,1025.0,4.461988304093567,100.0
23200,0.0,6.0,0.0,0.0,6.0,1126.0,0.0,-31.0,0.0,6.0,-1120.0,1132.0,1975.0,0.5728744939271255,95.0
12000,,0.0,,0.0,,4.333333333333333,,0.0,,0.0,,,13175.0,,
13000,,1.3,,0.0,,367.6666666666667,,-1.0,,1.3,,,12175.0,,
14000,,0.0,,0.0,,20.333333333333332,,0.0,,0.0,,,11175.0,,
15000,,2.0,,0.0,,227.33333333333334,,-1.0,,2.0,,,10175.0,,
16000,0.0,1.05,0.0,0.0,4.666666666666667,221.66666666666666,0.0,-12.0,0.0,1.05,-217.0,226.33333333333331,9175.0,0.024665794827085148,
16500,,0.0,,0.0,,73.33333333333333,,0.0,,0.0,,,8675.0,,
17000,9258.0,1.45,0.0,0.0,1472.0,1752.6666666666667,-1.0,-5.0,9258.0,1.45,-280.66666666666674,3224.666666666667,8175.0,0.39440639269406397,
19500,6800.0,,0.0,,14.333333333333334,,0.0,,6800.0,,,,5675.0,,
20000,6325.0,2.55,0.0,0.0,4687.0,8370.666666666666,-25.0,-111.0,6325.0,2.55,-3683.666666666666,13057.666666666666,5175.0,2.522733127253993,
